0	1.8	0.00607	-0.0011	-0.0319	-0.106	0.00983	1.89	-0.0462	-1.58	-0.0101	0.149	-0.0275	0.246	0.08
0.00499	1.8	-0.0425	-0.00126	-0.233	-0.106	-0.134	1.89	0.187	-1.58	-0.52	0.148	-0.403	0.246	0.476
0.00998	1.8	-0.0848	-0.00242	-0.408	-0.107	-0.261	1.89	0.39	-1.59	-0.967	0.146	-0.733	0.249	0.822
0.015	1.8	-0.122	-0.00446	-0.56	-0.108	-0.374	1.89	0.565	-1.59	-1.36	0.143	-1.02	0.253	1.12
0.02	1.8	-0.154	-0.00725	-0.69	-0.11	-0.474	1.9	0.717	-1.6	-1.69	0.138	-1.27	0.258	1.39
0.025	1.79	-0.182	-0.0107	-0.8	-0.113	-0.563	1.9	0.846	-1.61	-1.98	0.131	-1.49	0.265	1.61
0.0299	1.79	-0.205	-0.0147	-0.893	-0.115	-0.641	1.9	0.955	-1.62	-2.23	0.124	-1.67	0.273	1.8
0.0349	1.79	-0.226	-0.0191	-0.971	-0.119	-0.709	1.91	1.05	-1.63	-2.44	0.116	-1.83	0.282	1.96
0.0399	1.79	-0.243	-0.024	-1.03	-0.122	-0.769	1.91	1.12	-1.64	-2.62	0.106	-1.96	0.292	2.09
0.0449	1.79	-0.257	-0.0291	-1.08	-0.126	-0.821	1.92	1.18	-1.65	-2.76	0.0967	-2.07	0.303	2.2
0.0499	1.79	-0.269	-0.0346	-1.12	-0.13	-0.866	1.92	1.22	-1.67	-2.88	0.0864	-2.16	0.314	2.29
0.0549	1.79	-0.279	-0.0402	-1.15	-0.134	-0.906	1.93	1.26	-1.68	-2.97	0.0756	-2.23	0.325	2.36
0.0599	1.79	-0.287	-0.0459	-1.17	-0.139	-0.939	1.94	1.28	-1.7	-3.04	0.0645	-2.28	0.337	2.4
0.0649	1.78	-0.294	-0.0517	-1.18	-0.144	-0.967	1.94	1.3	-1.71	-3.09	0.0531	-2.32	0.349	2.44
0.0699	1.78	-0.298	-0.0576	-1.18	-0.148	-0.99	1.95	1.3	-1.73	-3.12	0.0415	-2.35	0.361	2.46
0.0749	1.78	-0.301	-0.0635	-1.18	-0.153	-1.01	1.96	1.3	-1.74	-3.14	0.0298	-2.36	0.373	2.46
0.0798	1.78	-0.304	-0.0694	-1.17	-0.158	-1.03	1.96	1.29	-1.76	-3.14	0.018	-2.37	0.386	2.45
0.0848	1.78	-0.305	-0.0752	-1.16	-0.164	-1.04	1.97	1.28	-1.77	-3.13	0.00624	-2.36	0.398	2.44
0.0898	1.78	-0.305	-0.081	-1.14	-0.169	-1.05	1.98	1.26	-1.79	-3.11	-0.00556	-2.36	0.41	2.42
0.0948	1.78	-0.304	-0.0867	-1.11	-0.174	-1.05	1.98	1.24	-1.81	-3.08	-0.0173	-2.34	0.422	2.39
0.0998	1.77	-0.303	-0.0922	-1.09	-0.179	-1.06	1.99	1.21	-1.82	-3.04	-0.029	-2.32	0.434	2.35
0.105	1.77	-0.301	-0.0976	-1.06	-0.185	-1.06	1.99	1.18	-1.84	-2.99	-0.0406	-2.3	0.446	2.31
0.11	1.77	-0.298	-0.103	-1.03	-0.19	-1.06	2	1.15	-1.85	-2.94	-0.052	-2.27	0.457	2.26
0.115	1.77	-0.294	-0.108	-0.995	-0.195	-1.05	2.01	1.12	-1.87	-2.88	-0.0634	-2.24	0.468	2.21
0.12	1.77	-0.29	-0.113	-0.961	-0.2	-1.05	2.01	1.08	-1.88	-2.82	-0.0746	-2.22	0.479	2.16
0.125	1.77	-0.286	-0.118	-0.924	-0.206	-1.04	2.02	1.04	-1.89	-2.75	-0.0856	-2.19	0.49	2.1
0.13	1.77	-0.282	-0.122	-0.887	-0.211	-1.04	2.02	1.01	-1.91	-2.69	-0.0965	-2.16	0.501	2.05
0.135	1.76	-0.277	-0.127	-0.849	-0.216	-1.03	2.03	0.967	-1.92	-2.62	-0.107	-2.13	0.511	1.99
0.14	1.76	-0.271	-0.131	-0.81	-0.221	-1.02	2.03	0.928	-1.93	-2.55	-0.118	-2.1	0.521	1.93
0.145	1.76	-0.265	-0.135	-0.771	-0.226	-1.01	2.04	0.889	-1.95	-2.47	-0.128	-2.07	0.53	1.87
0.15	1.76	-0.259	-0.139	-0.731	-0.231	-1	2.04	0.849	-1.96	-2.4	-0.139	-2.05	0.54	1.81
0.155	1.76	-0.253	-0.143	-0.691	-0.236	-0.991	2.04	0.81	-1.97	-2.33	-0.149	-2.02	0.549	1.76
0.16	1.76	-0.247	-0.146	-0.652	-0.241	-0.98	2.05	0.771	-1.98	-2.25	-0.159	-2	0.558	1.7
0.165	1.76	-0.241	-0.149	-0.612	-0.246	-0.968	2.05	0.732	-1.99	-2.18	-0.169	-1.98	0.566	1.64
0.17	1.75	-0.234	-0.152	-0.573	-0.251	-0.957	2.06	0.694	-2	-2.11	-0.179	-1.96	0.574	1.59
0.175	1.75	-0.228	-0.155	-0.534	-0.256	-0.945	2.06	0.656	-2.02	-2.04	-0.189	-1.94	0.582	1.53
0.18	1.75	-0.222	-0.158	-0.495	-0.26	-0.934	2.06	0.618	-2.03	-1.97	-0.198	-1.93	0.59	1.48
0.185	1.75	-0.216	-0.16	-0.457	-0.265	-0.923	2.07	0.581	-2.04	-1.9	-0.208	-1.91	0.597	1.43
0.19	1.75	-0.21	-0.163	-0.419	-0.27	-0.913	2.07	0.544	-2.04	-1.83	-0.217	-1.89	0.604	1.38
0.195	1.75	-0.204	-0.165	-0.382	-0.274	-0.902	2.07	0.509	-2.05	-1.77	-0.227	-1.88	0.611	1.33
0.2	1.75	-0.199	-0.167	-0.345	-0.279	-0.892	2.07	0.473	-2.06	-1.7	-0.236	-1.87	0.618	1.29
0.205	1.75	-0.194	-0.168	-0.309	-0.283	-0.882	2.08	0.439	-2.07	-1.64	-0.246	-1.86	0.624	1.24
0.21	1.75	-0.19	-0.17	-0.274	-0.288	-0.874	2.08	0.404	-2.08	-1.58	-0.255	-1.85	0.631	1.2
0.215	1.75	-0.186	-0.171	-0.239	-0.292	-0.865	2.08	0.37	-2.09	-1.52	-0.264	-1.84	0.637	1.16
0.22	1.74	-0.183	-0.172	-0.205	-0.296	-0.857	2.08	0.337	-2.1	-1.46	-0.273	-1.82	0.642	1.11
0.225	1.74	-0.179	-0.174	-0.172	-0.301	-0.849	2.08	0.305	-2.1	-1.4	-0.282	-1.82	0.648	1.07
0.23	1.74	-0.177	-0.174	-0.139	-0.305	-0.841	2.09	0.273	-2.11	-1.34	-0.291	-1.81	0.653	1.03
0.235	1.74	-0.175	-0.175	-0.107	-0.309	-0.834	2.09	0.242	-2.12	-1.28	-0.301	-1.8	0.658	0.992
0.24	1.74	-0.174	-0.176	-0.0759	-0.313	-0.827	2.09	0.211	-2.12	-1.23	-0.309	-1.79	0.663	0.952
0.245	1.74	-0.173	-0.176	-0.0455	-0.317	-0.82	2.09	0.181	-2.13	-1.17	-0.318	-1.77	0.668	0.911
0.25	1.74	-0.173	-0.176	-0.016	-0.321	-0.814	2.09	0.152	-2.13	-1.12	-0.327	-1.76	0.673	0.871
0.254	1.74	-0.173	-0.176	0.0124	-0.325	-0.807	2.09	0.124	-2.14	-1.06	-0.336	-1.76	0.677	0.832
0.259	1.74	-0.173	-0.176	0.0398	-0.329	-0.799	2.09	0.0977	-2.15	-1.01	-0.345	-1.75	0.681	0.792
0.264	1.74	-0.173	-0.176	0.0664	-0.333	-0.792	2.09	0.0719	-2.15	-0.957	-0.354	-1.74	0.685	0.752
0.269	1.74	-0.175	-0.176	0.0922	-0.337	-0.785	2.09	0.047	-2.16	-0.903	-0.362	-1.73	0.689	0.711
0.274	1.73	-0.177	-0.175	0.117	-0.341	-0.777	2.09	0.0231	-2.16	-0.849	-0.371	-1.73	0.692	0.67
0.279	1.73	-0.179	-0.175	0.141	-0.345	-0.769	2.09	0.000648	-2.16	-0.794	-0.38	-1.72	0.696	0.628
0.284	1.73	-0.181	-0.174	0.163	-0.349	-0.76	2.09	-0.0201	-2.17	-0.74	-0.388	-1.71	0.699	0.587
0.289	1.73	-0.182	-0.173	0.184	-0.353	-0.75	2.09	-0.039	-2.17	-0.687	-0.397	-1.71	0.702	0.547
0.294	1.73	-0.184	-0.172	0.204	-0.357	-0.739	2.09	-0.0564	-2.17	-0.633	-0.405	-1.71	0.705	0.506
0.299	1.73	-0.186	-0.171	0.223	-0.36	-0.728	2.09	-0.0723	-2.18	-0.579	-0.414	-1.71	0.707	0.465
0.304	1.73	-0.188	-0.17	0.24	-0.364	-0.717	2.09	-0.0867	-2.18	-0.525	-0.422	-1.71	0.709	0.423
0.309	1.73	-0.19	-0.169	0.257	-0.367	-0.705	2.09	-0.0994	-2.18	-0.47	-0.431	-1.72	0.711	0.382
0.314	1.73	-0.192	-0.168	0.272	-0.371	-0.692	2.09	-0.11	-2.19	-0.417	-0.439	-1.72	0.713	0.341
0.319	1.73	-0.193	-0.166	0.286	-0.374	-0.678	2.09	-0.119	-2.19	-0.363	-0.448	-1.73	0.715	0.302
0.324	1.73	-0.193	-0.165	0.298	-0.378	-0.664	2.09	-0.125	-2.19	-0.311	-0.457	-1.74	0.717	0.263
0.329	1.72	-0.193	-0.163	0.309	-0.381	-0.648	2.09	-0.129	-2.19	-0.259	-0.465	-1.75	0.718	0.225
0.334	1.72	-0.192	-0.162	0.319	-0.384	-0.633	2.09	-0.131	-2.19	-0.208	-0.474	-1.76	0.719	0.188
