20.0977	-1.14292	34.0457	-49.4415	12.2086	31.0799	13.7571
18.4212	1.16218	27.05	-28.4346	9.91625	-9.75356	16.7052
16.7447	3.46727	20.0544	-7.42765	7.62389	-50.587	19.6533
-5.32647	6.3801	-24.917	16.2085	-2.7569	-49.0535	8.41492
-35.5378	20.2782	-66.6374	29.6934	-3.48384	16.7505	-18.9073
-21.6436	18.7118	-41.7849	14.5033	1.69368	3.41778	-29.9708
-20.269	26.6764	-42.7698	3.24564	-1.42052	-9.24072	-28.4964
-11.2491	14.2842	-8.56873	-0.106374	23.4767	54.3707	-42.4893
-16.6584	99.3067	-140.519	-46.5506	-94.8366	-264.113	23.3356
231.935	-1893.28	3115.95	863.889	2764.92	7320.81	-1577.08
274.612	-2197.77	3615.73	994.422	3201.79	8472.1	-1821.82
268.265	-2142.43	3524.62	969.555	3119.43	8257	-1774.24
261.858	-2086.64	3432.79	944.496	3036.43	8040.22	-1726.29
255.45	-2030.86	3340.95	919.436	2953.43	7823.43	-1678.35
249.042	-1975.07	3249.12	894.376	2870.43	7606.64	-1630.4
242.635	-1919.28	3157.29	869.316	2787.43	7389.86	-1582.46
236.227	-1863.49	3065.45	844.257	2704.42	7173.07	-1534.51
229.819	-1807.71	2973.62	819.197	2621.42	6956.28	-1486.57
223.412	-1751.92	2881.78	794.137	2538.42	6739.5	-1438.62
217.004	-1696.13	2789.95	769.078	2455.42	6522.71	-1390.68
210.597	-1640.35	2698.11	744.018	2372.42	6305.92	-1342.73
204.189	-1584.56	2606.28	718.958	2289.42	6089.14	-1294.79
197.781	-1528.77	2514.44	693.899	2206.41	5872.35	-1246.85
191.374	-1472.99	2422.61	668.839	2123.41	5655.56	-1198.9
184.966	-1417.2	2330.78	643.779	2040.41	5438.78	-1150.96
178.558	-1361.41	2238.94	618.72	1957.41	5221.99	-1103.01
172.151	-1305.62	2147.11	593.66	1874.41	5005.2	-1055.07
165.743	-1249.84	2055.27	568.6	1791.4	4788.42	-1007.12
159.335	-1194.05	1963.44	543.541	1708.4	4571.63	-959.177
152.928	-1138.26	1871.6	518.481	1625.4	4354.84	-911.232
146.52	-1082.48	1779.77	493.421	1542.4	4138.06	-863.287
140.112	-1026.69	1687.93	468.362	1459.4	3921.27	-815.343
133.705	-970.902	1596.1	443.302	1376.39	3704.48	-767.398
127.297	-915.115	1504.27	418.242	1293.39	3487.7	-719.453
120.89	-859.328	1412.43	393.183	1210.39	3270.91	-671.509
114.482	-803.541	1320.6	368.123	1127.39	3054.12	-623.564
108.074	-747.754	1228.76	343.063	1044.39	2837.34	-575.619
101.667	-691.967	1136.93	318.004	961.385	2620.55	-527.675
95.259	-636.18	1045.09	292.944	878.384	2403.76	-479.73
88.8513	-580.393	953.259	267.884	795.382	2186.98	-431.785
82.4437	-524.606	861.424	242.825	712.38	1970.19	-383.84
76.036	-468.819	769.59	217.765	629.378	1753.4	-335.896
69.6284	-413.031	677.756	192.705	546.376	1536.62	-287.951
63.2207	-357.244	585.921	167.646	463.374	1319.83	-240.006
56.8131	-301.457	494.087	142.586	380.373	1103.04	-192.062
50.4054	-245.67	402.252	117.526	297.371	886.257	-144.117
43.9978	-189.883	310.418	92.4666	214.369	669.47	-96.1722
37.5902	-134.096	218.583	67.4069	131.367	452.683	-48.2275
31.1825	-78.3092	126.749	42.3473	48.3651	235.897	-0.2828
24.7755	-22.5211	34.9101	17.2891	-34.6464	19.0962	47.667
